LDGS_NM,CTPRVN_NM,GUGUN_NM,LDGS_ADDR,PET_INFO_CN
"울산 호텔먹자닷컴","울산광역시","동구","울산 동구 해수욕장2길 39","['없음']"
"스탕달 호텔","대전광역시","유성구","대전 유성구 온천북로 14","['없음']"
"유에이치스위트해운대","부산광역시","해운대구","부산 해운대구 해운대해변로 271","['없음']"
"소노벨 변산","전북특별자치도","부안군","전라북도 부안군 변산면 변산해변로 51","['없음']"
"골든캐프관광호텔","대구광역시","동구","대구광역시 동구 율암로 156-28","['없음']"
"코너호텔","서울특별시","송파구","서울특별시 송파구 석촌동 송파대로 385","['없음']"
"포항 노블리온 호텔","경상북도","포항시 남구","경상북도 포항시 남구 희망대로659번길 20 (대잠동)","['없음']"
"샤이어호텔","부산광역시","부산진구","부산광역시 부산진구 부전로 18-5","['없음']"
"리치다이아몬드호텔","서울특별시","강북구","서울특별시 강북구 삼양로 500-18 (수유동)","['없음']"
"하남 호텔 CL","경기도","하남시","경기 하남시 대청로22번길 9-9","['없음']"
"전주 관광 호텔 꽃심","전북특별자치도","전주시 완산구","전라북도 전주시 완산구 팔달로 171 (경원동 1가)","['없음']"
"이쁘다 호텔 양주","경기도","양주시","경기 양주시 옥정동로7다길 88","['없음']"
"루비관광호텔 월미도","인천광역시","중구","인천광역시 중구 월미로248번길 1 (북성동 1가)","['없음']"
"타오 호텔","서울특별시","은평구","서울 은평구 통일로 863-24","['없음']"
"호텔 디 아티스트 성신여대점","서울특별시","성북구","서울 성북구 동소문로 126","['없음']"
"더그루브군산호텔","전북특별자치도","군산시","전라북도 군산시 소룡1길 55","['없음']"
"신림 k2","서울특별시","관악구","서울 관악구 신림로64길 29","['없음']"
"베스트웨스턴 인천로얄호텔","인천광역시","남동구","인천 남동구 백범로 367","['없음']"
"다이아몬드 호텔","인천광역시","중구","인천 중구 월미로 229","['없음']"
"호텔 KCP","강원특별자치도","양구군","강원 양구군 양구읍 파로호로 993-19","['없음']"
"S 호텔","경기도","부천시 원미구","경기 부천시 원미로17번길 28","['없음']"
"명지 호텔 오이아","부산광역시","강서구","부산 강서구 명지국제6로1번길 24","['없음']"
"써클호텔","서울특별시","마포구","서울 마포구 양화로 15","['없음']"
"케이스테이 관광호텔","전라남도","강진군","전라남도 강진군 군동면 청자로 297","['없음']"
"풍기호텔","경상북도","영주시","경북 영주시 풍기읍 풍기로 53","['없음']"
"당진 호텔 로씨오","충청남도","당진시","충남 당진시 송악읍 한진포구길 30-38","['없음']"
"호텔스테이온","경상남도","거제시","경남 거제시 장평1로9길 21-4","['없음']"
"프린스 행복호텔","전라남도","강진군","전남 강진군 강진읍 보은로 113-1","['없음']"
"브라운도트 현풍점","대구광역시","달성군","대구 달성군 현풍읍 테크노공원로 35","['없음']"
"제주 더나인스테이","제주특별자치도","제주시","제주특별자치도 제주시 연동6길 5","['없음']"
"르컬렉티브 서울 서초","서울특별시","서초구","서울 서초구 효령로53길 50","['없음']"
"서면 레이나 호텔","부산광역시","부산진구","부산 부산진구 부전로20번길 40-7","['없음']"
"레니스 호텔 서면","부산광역시","부산진구","부산 부산진구 중앙대로691번가길 24-9","['없음']"
"쏘타컬렉션 더 오시리아","부산광역시","기장군","부산 기장군 기장읍 동부산관광7로 17","['없음']"
"와이컬렉션 by UH FLAT 오시리아","부산광역시","기장군","부산 기장군 기장읍 동부산관광7로 17","['없음']"
"디 옴므 호텔(DeHomme Hotel)","부산광역시","수영구","부산 수영구 광안해변로278번길 42","['없음']"
"토모노야 시그니처 료칸 남해 A","경상남도","남해군","경남 남해군 창선면 서부로 1503-28","['없음']"
"동탄 저스트 슬립 호텔","경기도","화성시","경기 화성시 동탄대로11길 83","['없음']"
"산본 호텔 인 카페","경기도","군포시","경기 군포시 번영로 515","['없음']"
"어썸 부티크 호텔","광주광역시","남구","광주 남구 봉선로9번길 31-1","['없음']"
"넘버 25 광주충장로","광주광역시","동구","광주 동구 천변우로 427","['없음']"
"호텔 써밋","광주광역시","광산구","광산구 사암로171번길 90-20, 광주광역시, 광주광역시, 62363","['없음']"
"오붓 호텔","경기도","화성시","경기 화성시 오산동 962-31","['없음']"
"플로라 펜션","경기도","가평군","경기 가평군 북면 백둔로 52","['없음']"
"라임오렌지 빌 펜션","제주특별자치도","서귀포시","제주특별자치도 서귀포시 칠십리로 332","['애견동반']"
"소아르 호텔","전라남도","담양군","전남 담양군 담양읍 메타프로방스3길 2","['없음']"
"담양 소나무 펜션","전라남도","담양군","전남 담양군 담양읍 세솔길 10","['없음']"
"파주 야놀자가다","경기도","파주시","경기 파주시 소리천로 25","['없음']"
"프라하호텔","경상남도","창원시 의창구","경남 창원시 의창구 창원대로363번길 22-11","['없음']"
"브라운도트 이천","경기도","이천시","경기 이천시 애련정로87번길 52-8","['없음']"
"독산 3s 호텔","서울특별시","금천구","서울 금천구 시흥대로 353","['없음']"
"마린뷰 호텔","부산광역시","수영구","부산 수영구 광안해변로278번길 42","['없음']"
"다우리조텔","강원특별자치도","강릉시","강원특별자치도 강릉시 강동면 정동등명길 31","['없음']"
"그레이 191","부산광역시","연제구","부산 연제구 과정로191번길 57","['없음']"
"엘모멘토광안(구.쏘타컬렉션 더 테라스)","부산광역시","수영구","부산 수영구 광남로94번길 16","['없음']"
"엘모멘토 해운대","부산광역시","해운대구","부산 해운대구 구남로21번길 6","['없음']"
"라마다 서울 동대문(호텔)","서울특별시","중구","서울 중구 동호로 354","['없음']"
"호텔 더 디자이너스 동대문(호텔)","서울특별시","중구","서울 중구 퇴계로 306","['없음']"
"나인트리 호텔 동대문(호텔)","서울특별시","중구","서울 중구 을지로 224","['없음']"
"디엠(DM) (호텔)","서울특별시","종로구","서울 종로구 난계로29길 73","['없음']"
"스테이 7 명동","서울특별시","중구","서울 중구 명동10길 35-9","['없음']"
"stx 리조트","경상북도","문경시","경북 문경시 농암면 청화로 509","['없음']"
"금강산콘도","강원특별자치도","고성군","강원특별자치도 고성군 현내면 금강산로 416","['없음']"
"금호리조트 통영","경상남도","통영시","경남 통영시 큰발개1길 33","['없음']"
"금호리조트 화순","전라남도","화순군","전남 화순군 백아면 옥리길 14-21","['없음']"
"동강시스타리조트","강원특별자치도","영월군","강원특별자치도 영월군 영월읍 사지막길 160","['애견동반']"
"롯데리조트 부여","충청남도","부여군","충남 부여군 규암면 백제문로 400","['없음']"
"비체팰리스","충청남도","보령시","충남 보령시 웅천읍 열린바다1길 78","['없음']"
"소노벨 천안","충청남도","천안시 동남구","충남 천안시 동남구 성남면 종합휴양지로 200","['없음']"
"소노벨 제주","제주특별자치도","제주시","제주특별자치도 제주시 조천읍 신북로 577","['없음']"
"아르떼리조트","경상남도","사천시","경남 사천시 해안관광로 109-10","['없음']"
"엘도라도리조트","전라남도","신안군","전남 신안군 증도면 지도증도로 1766-15","['없음']"
"현대수 리조트 속초","강원특별자치도","속초시","강원특별자치도 속초시 이목로 153","['없음']"
"한화리조트 평창","강원특별자치도","평창군","강원특별자치도 평창군 봉평면 태기로 228-33","['없음']"
"한화리조트 용인","경기도","용인시 처인구","경기 용인시 처인구 남사읍 봉무로153번길 79","['없음']"
"한화리조트 산정호수","경기도","포천시","경기 포천시 영북면 산정호수로 402","['없음']"
"한화리조트 제주","제주특별자치도","제주시","제주특별자치도 제주시 명림로 575-107","['애견동반']"
"쏠레르 호텔","충청남도","보령시","충남 보령시 해수욕장8길 28","['없음']"
"브라운도트 호텔 기장역점","부산광역시","기장군","부산 기장군 기장읍 반송로 1523","['없음']"
"솔라리아 니시테츠 서울 명동 (호텔)","서울특별시","중구","서울 중구 명동8길 27","['없음']"
"엘본쓰","부산광역시","해운대구","부산 해운대구 구남로21번길 6","['애견동반']"
"더블유미니호텔","서울특별시","성북구","서울 성북구 정릉로38나길 31","['없음']"
"호텔야자 성신여대역점","서울특별시","성북구","서울 성북구 아리랑로2길 11","['없음']"
"경주 발트호텔","경상북도","경주시","경북 경주시 안강읍 화전북2길 7","['없음']"
"경주 발트호텔","경상북도","경주시","경북 경주시 안강읍 화전북2길 7","['없음']"
"호텔피아노","서울특별시","성북구","서울 성북구 보문로 68","['없음']"
"RG호텔","서울특별시","성북구","서울 성북구 고려대로7길 88","['없음']"
"더월호텔","서울특별시","성북구","서울 성북구 동소문로 109-14","['없음']"
"파브모텔","서울특별시","성북구","서울 성북구 동소문로20나길 5","['없음']"
"양양 그날이오면펜션&캠핑장","강원특별자치도","양양군","강원특별자치도 양양군 현북면 법수치길 59","['애견동반']"
"홍천 더파크12글램핑펜션","강원특별자치도","홍천군","강원특별자치도 홍천군 서면 밤벌길2번길 35","['없음']"
"정선 드위트리 글램핑","강원특별자치도","정선군","강원특별자치도 정선군 남면 지장천로 146-47","['없음']"
"동해 추암관광농원 동해글램핑","강원특별자치도","동해시","강원특별자치도 동해시 쉬눔길 80-1","['없음']"
"양양 윈드밸리글램핑","강원특별자치도","양양군","강원도 양양군 서면 구룡령로 1158","['없음']"
"춘천 버즈글램핑&펜션","강원특별자치도","춘천시","강원특별자치도 춘천시 서면 율장길 122-28","['없음']"
"강릉 대관령솔내음오토캠핑장","강원특별자치도","강릉시","강원도 강릉시 성산면 삼포암길 48","['없음']"
"춘천 강촌밸리글램핑펜션","강원특별자치도","춘천시","강원도 춘천시 남산면 풀무골길 82-53","['없음']"
